"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"12129","G06000104333002",60014333002,"9","4"
"12130","G06000104333003",60014333003,"9","4"
"12131","G06000104333004",60014333004,"9","4"
"12132","G06000104333005",60014333005,"9","4"
"12133","G06000104334001",60014334001,"12","5"
"12134","G06000104334002",60014334002,"14","5"
"12135","G06000104334003",60014334003,"14","5"
"12136","G06000104334004",60014334004,"6","3"
"12137","G06000104334005",60014334005,"6","3"
"12138","G06000104334006",60014334006,"38","9"
"12139","G06000104335001",60014335001,"10","4"
"12140","G06000104335002",60014335002,"8","4"
"12141","G06000104335003",60014335003,"12","5"
"12142","G06000104335004",60014335004,"11","4"
"12143","G06000104336001",60014336001,"8","4"
"12144","G06000104336002",60014336002,"8","4"
"12145","G06000104336003",60014336003,"7","3"
"12146","G06000104336004",60014336004,"18","6"
"12147","G06000104337001",60014337001,"13","5"
"12148","G06000104337002",60014337002,"13","5"
"12149","G06000104337003",60014337003,"12","5"
"12150","G06000104338011",60014338011,"14","5"
"12151","G06000104338012",60014338012,"15","6"
"12152","G06000104338021",60014338021,"9","4"
"12153","G06000104338022",60014338022,"11","4"
"12154","G06000104339001",60014339001,"16","6"
"12155","G06000104339002",60014339002,"17","6"
"12156","G06000104339003",60014339003,"16","6"
"12157","G06000104339004",60014339004,"15","6"
"12158","G06000104340001",60014340001,"19","7"
"12159","G06000104340002",60014340002,"21","7"
"12160","G06000104340003",60014340003,"23","7"
"12161","G06000104351021",60014351021,"5","3"
"12162","G06000104351022",60014351022,"GQ","GQ"
"12163","G06000104351023",60014351023,"5","3"
"12164","G06000104351031",60014351031,"1","1"
"12165","G06000104351032",60014351032,"2","1"
"12166","G06000104351033",60014351033,"2","1"
"12167","G06000104351034",60014351034,"3","2"
"12168","G06000104351041",60014351041,"8","4"
"12169","G06000104351042",60014351042,"8","4"
"12170","G06000104351043",60014351043,"8","4"
"12171","G06000104351044",60014351044,"8","4"
"12172","G06000104352001",60014352001,"7","3"
"12173","G06000104352002",60014352002,"5","3"
"12174","G06000104353001",60014353001,"8","4"
"12175","G06000104353002",60014353002,"9","4"
"12176","G06000104353003",60014353003,"7","3"
"12177","G06000104354001",60014354001,"21","7"
"12178","G06000104354002",60014354002,"14","5"
"12179","G06000104354003",60014354003,"12","5"
"12180","G06000104355001",60014355001,"14","5"
"12181","G06000104355002",60014355002,"9","4"
"12182","G06000104355003",60014355003,"12","5"
"12183","G06000104356011",60014356011,"13","5"
"12184","G06000104356012",60014356012,"11","4"
"12185","G06000104356013",60014356013,"16","6"
"12186","G06000104356021",60014356021,"14","5"
"12187","G06000104356022",60014356022,"13","5"
"12188","G06000104356023",60014356023,"15","6"
"12189","G06000104356024",60014356024,"13","5"
"12190","G06000104357001",60014357001,"10","4"
"12191","G06000104357002",60014357002,"8","4"
"12192","G06000104357003",60014357003,"8","4"
"12193","G06000104357004",60014357004,"10","4"
"12194","G06000104358001",60014358001,"11","4"
"12195","G06000104358002",60014358002,"8","4"
"12196","G06000104358003",60014358003,"9","4"
"12197","G06000104358004",60014358004,"8","4"
"12198","G06000104359001",60014359001,"7","3"
"12199","G06000104359002",60014359002,"9","4"
"12200","G06000104359003",60014359003,"9","4"
"12201","G06000104359004",60014359004,"8","4"
"12202","G06000104360001",60014360001,"10","4"
"12203","G06000104360002",60014360002,"8","4"
"12204","G06000104360003",60014360003,"8","4"
"12205","G06000104361001",60014361001,"8","4"
"12206","G06000104361002",60014361002,"10","4"
"12207","G06000104361003",60014361003,"8","4"
"12208","G06000104362001",60014362001,"16","6"
"12209","G06000104362002",60014362002,"8","4"
"12210","G06000104363011",60014363011,"8","4"
"12211","G06000104363012",60014363012,"6","3"
"12212","G06000104363021",60014363021,"15","6"
"12213","G06000104363022",60014363022,"12","5"
"12214","G06000104363023",60014363023,"14","5"
"12215","G06000104364021",60014364021,"4","2"
"12216","G06000104364022",60014364022,"4","2"
"12217","G06000104364031",60014364031,"17","6"
"12218","G06000104364032",60014364032,"17","6"
"12219","G06000104364033",60014364033,"17","6"
"12220","G06000104364034",60014364034,"17","6"
"12221","G06000104364041",60014364041,"7","3"
"12222","G06000104364042",60014364042,"7","3"
"12223","G06000104364043",60014364043,"7","3"
"12224","G06000104365001",60014365001,"11","4"
"12225","G06000104365002",60014365002,"10","4"
"12226","G06000104365003",60014365003,"5","3"
"12227","G06000104366011",60014366011,"14","5"
"12228","G06000104366012",60014366012,"16","6"
"12229","G06000104366013",60014366013,"13","5"
"12230","G06000104366021",60014366021,"13","5"
"12231","G06000104366022",60014366022,"11","4"
"12232","G06000104366023",60014366023,"14","5"
"12233","G06000104367001",60014367001,"10","4"
"12234","G06000104367002",60014367002,"18","6"
"12235","G06000104368001",60014368001,"10","4"
"12236","G06000104368002",60014368002,"7","3"
"12237","G06000104369001",60014369001,"11","4"
"12238","G06000104369002",60014369002,"9","4"
"12239","G06000104369003",60014369003,"12","5"
"12240","G06000104369004",60014369004,"10","4"
"12241","G06000104370001",60014370001,"8","4"
"12242","G06000104370002",60014370002,"7","3"
"12243","G06000104370003",60014370003,"13","5"
"12244","G06000104371011",60014371011,"5","3"
"12245","G06000104371012",60014371012,"5","3"
"12246","G06000104371013",60014371013,"5","3"
"12247","G06000104371014",60014371014,"5","3"
"12248","G06000104371021",60014371021,"16","6"
"12249","G06000104371022",60014371022,"16","6"
"12250","G06000104371023",60014371023,"7","3"
"12251","G06000104372001",60014372001,"21","7"
"12252","G06000104372002",60014372002,"9","4"
"12253","G06000104372003",60014372003,"7","3"
"12254","G06000104372004",60014372004,"8","4"
"12255","G06000104372005",60014372005,"7","3"
"12256","G06000104373001",60014373001,"9","4"
"12257","G06000104373002",60014373002,"10","4"
"12258","G06000104373003",60014373003,"10","4"
"12259","G06000104374001",60014374001,"11","4"
"12260","G06000104374002",60014374002,"12","5"
"12261","G06000104375001",60014375001,"9","4"
"12262","G06000104375002",60014375002,"9","4"
"12263","G06000104376001",60014376001,"11","4"
"12264","G06000104376002",60014376002,"9","4"
"12265","G06000104377011",60014377011,"16","6"
"12266","G06000104377012",60014377012,"16","6"
"12267","G06000104377013",60014377013,"16","6"
"12268","G06000104377021",60014377021,"5","3"
"12269","G06000104377022",60014377022,"6","3"
"12270","G06000104377023",60014377023,"6","3"
"12271","G06000104378001",60014378001,"8","4"
"12272","G06000104378002",60014378002,"9","4"
"12273","G06000104378003",60014378003,"8","4"
"12274","G06000104379001",60014379001,"10","4"
"12275","G06000104379002",60014379002,"11","4"
"12276","G06000104380001",60014380001,"7","3"
"12277","G06000104380002",60014380002,"7","3"
"12278","G06000104381001",60014381001,"3","2"
"12279","G06000104381002",60014381002,"6","3"
"12280","G06000104381003",60014381003,"7","3"
"12281","G06000104381004",60014381004,"6","3"
"12282","G06000104381005",60014381005,"8","4"
"12283","G06000104381006",60014381006,"10","4"
"12284","G06000104382011",60014382011,"9","4"
"12285","G06000104382012",60014382012,"46","9"
"12286","G06000104382013",60014382013,"10","4"
"12287","G06000104382031",60014382031,"12","5"
"12288","G06000104382032",60014382032,"12","5"
"12289","G06000104382041",60014382041,"28","8"
"12290","G06000104382042",60014382042,"33","9"
"12291","G06000104382043",60014382043,"32","9"
"12292","G06000104383001",60014383001,"9","4"
"12293","G06000104383002",60014383002,"9","4"
"12294","G06000104383003",60014383003,"8","4"
"12295","G06000104384001",60014384001,"9","4"
"12296","G06000104384002",60014384002,"53","10"
"12297","G06000104401001",60014401001,"10","4"
"12298","G06000104402001",60014402001,"10","4"
"12299","G06000104402002",60014402002,"8","4"
"12300","G06000104402003",60014402003,"10","4"
"12301","G06000104402004",60014402004,"9","4"
"12302","G06000104403011",60014403011,"56","10"
"12303","G06000104403012",60014403012,"5","3"
"12304","G06000104403013",60014403013,"4","2"
"12305","G06000104403014",60014403014,"6","3"
"12306","G06000104403041",60014403041,"10","4"
"12307","G06000104403042",60014403042,"4","2"
"12308","G06000104403043",60014403043,"5","3"
"12309","G06000104403051",60014403051,"5","3"
"12310","G06000104403052",60014403052,"3","2"
"12311","G06000104403053",60014403053,"4","2"
"12312","G06000104403061",60014403061,"10","4"
"12313","G06000104403062",60014403062,"11","4"
"12314","G06000104403071",60014403071,"50","10"
"12315","G06000104403072",60014403072,"4","2"
"12316","G06000104403073",60014403073,"3","2"
"12317","G06000104403081",60014403081,"4","2"
"12318","G06000104403082",60014403082,"5","3"
"12319","G06000104403083",60014403083,"5","3"
"12320","G06000104403084",60014403084,"5","3"
"12321","G06000104403311",60014403311,"4","2"
"12322","G06000104403312",60014403312,"7","3"
"12323","G06000104403321",60014403321,"2","1"
"12324","G06000104403322",60014403322,"2","1"
"12325","G06000104403331",60014403331,"3","2"
"12326","G06000104403332",60014403332,"8","4"
"12327","G06000104403341",60014403341,"4","2"
"12328","G06000104403342",60014403342,"4","2"
"12329","G06000104403361",60014403361,"12","5"
"12330","G06000104403362",60014403362,"4","2"
"12331","G06000104403371",60014403371,"2","1"
"12332","G06000104403381",60014403381,"7","3"
"12333","G06000104403382",60014403382,"7","3"
"12334","G06000104403383",60014403383,"6","3"
"12335","G06000104411001",60014411001,"3","2"
"12336","G06000104411002",60014411002,"3","2"
"12337","G06000104412001",60014412001,"3","2"
"12338","G06000104412002",60014412002,"4","2"
"12339","G06000104412003",60014412003,"2","1"
"12340","G06000104412004",60014412004,"3","2"
"12341","G06000104412005",60014412005,"2","1"
"12342","G06000104413011",60014413011,"2","1"
"12343","G06000104413012",60014413012,"1","1"
"12344","G06000104413021",60014413021,"2","1"
"12345","G06000104413022",60014413022,"2","1"
"12346","G06000104413023",60014413023,"2","1"
"12347","G06000104413024",60014413024,"2","1"
"12348","G06000104414011",60014414011,"2","1"
"12349","G06000104414012",60014414012,"3","2"
"12350","G06000104414013",60014414013,"4","2"
"12351","G06000104414014",60014414014,"3","2"
"12352","G06000104414015",60014414015,"4","2"
"12353","G06000104414021",60014414021,"1","1"
"12354","G06000104414022",60014414022,"2","1"
"12355","G06000104414023",60014414023,"3","2"
"12356","G06000104415011",60014415011,"2","1"
"12357","G06000104415012",60014415012,"3","2"
"12358","G06000104415013",60014415013,"3","2"
"12359","G06000104415031",60014415031,"2","1"
"12360","G06000104415032",60014415032,"2","1"
"12361","G06000104415033",60014415033,"2","1"
"12362","G06000104415034",60014415034,"2","1"
"12363","G06000104415211",60014415211,"2","1"
"12364","G06000104415212",60014415212,"2","1"
"12365","G06000104415213",60014415213,"2","1"
"12366","G06000104415214",60014415214,"59","10"
"12367","G06000104415221",60014415221,"2","1"
"12368","G06000104415222",60014415222,"5","3"
"12369","G06000104415223",60014415223,"4","2"
"12370","G06000104415231",60014415231,"4","2"
"12371","G06000104415232",60014415232,"4","2"
"12372","G06000104415233",60014415233,"4","2"
"12373","G06000104415241",60014415241,"2","1"
"12374","G06000104415242",60014415242,"2","1"
"12375","G06000104415251",60014415251,"3","2"
"12376","G06000104415252",60014415252,"4","2"
"12377","G06000104415253",60014415253,"3","2"
"12378","G06000104416011",60014416011,"3","2"
"12379","G06000104416012",60014416012,"3","2"
"12380","G06000104416013",60014416013,"3","2"
"12381","G06000104416021",60014416021,"4","2"
"12382","G06000104416022",60014416022,"5","3"
"12383","G06000104416023",60014416023,"5","3"
"12384","G06000104417011",60014417011,"3","2"
"12385","G06000104417012",60014417012,"4","2"
"12386","G06000104417021",60014417021,"7","3"
"12387","G06000104417022",60014417022,"13","5"
"12388","G06000104418001",60014418001,"6","3"
"12389","G06000104418002",60014418002,"4","2"
"12390","G06000104418003",60014418003,"4","2"
"12391","G06000104418004",60014418004,"3","2"
"12392","G06000104419211",60014419211,"5","3"
"12393","G06000104419212",60014419212,"3","2"
"12394","G06000104419231",60014419231,"8","4"
"12395","G06000104419232",60014419232,"9","4"
"12396","G06000104419233",60014419233,"8","4"
"12397","G06000104419234",60014419234,"8","4"
"12398","G06000104419241",60014419241,"3","2"
"12399","G06000104419242",60014419242,"4","2"
"12400","G06000104419243",60014419243,"3","2"
"12401","G06000104419244",60014419244,"3","2"
"12402","G06000104419245",60014419245,"4","2"
"12403","G06000104419261",60014419261,"5","3"
"12404","G06000104419262",60014419262,"6","3"
"12405","G06000104419271",60014419271,"10","4"
"12406","G06000104419272",60014419272,"5","3"
"12407","G06000104419281",60014419281,"3","2"
"12408","G06000104419282",60014419282,"7","3"
"12409","G06000104419291",60014419291,"13","5"
"12410","G06000104419292",60014419292,"13","5"
"12411","G06000104420001",60014420001,"1","1"
"12412","G06000104420002",60014420002,"1","1"
"12413","G06000104421001",60014421001,"1","1"
"12414","G06000104421002",60014421002,"1","1"
"12415","G06000104421003",60014421003,"2","1"
"12416","G06000104422001",60014422001,"1","1"
"12417","G06000104422002",60014422002,"1","1"
"12418","G06000104422003",60014422003,"1","1"
"12419","G06000104422004",60014422004,"1","1"
"12420","G06000104423011",60014423011,"2","1"
"12421","G06000104423012",60014423012,"4","2"
"12422","G06000104423013",60014423013,"4","2"
"12423","G06000104423021",60014423021,"4","2"
"12424","G06000104423022",60014423022,"3","2"
"12425","G06000104423023",60014423023,"5","3"
"12426","G06000104424001",60014424001,"4","2"
"12427","G06000104424002",60014424002,"4","2"
"12428","G06000104424003",60014424003,"3","2"
"12429","G06000104424004",60014424004,"4","2"
"12430","G06000104425011",60014425011,"4","2"
"12431","G06000104425012",60014425012,"4","2"
"12432","G06000104425021",60014425021,"4","2"
"12433","G06000104425022",60014425022,"4","2"
"12434","G06000104426011",60014426011,"2","1"
"12435","G06000104426012",60014426012,"2","1"
"12436","G06000104426021",60014426021,"2","1"
"12437","G06000104426022",60014426022,"2","1"
"12438","G06000104426023",60014426023,"3","2"
"12439","G06000104427001",60014427001,"3","2"
"12440","G06000104427002",60014427002,"3","2"
"12441","G06000104427003",60014427003,"3","2"
"12442","G06000104428001",60014428001,"4","2"
"12443","G06000104429001",60014429001,"3","2"
"12444","G06000104429002",60014429002,"3","2"
"12445","G06000104429003",60014429003,"3","2"
